genre,content
浪漫主义,mio es el mundo como el aire libre otros trabajan porque coma yo todos se ablandan si doliente pido una limosna por amor de dios el palacio la cabana son mi asilo si del abrego el furor troncha el roble en la montana que inunda la campana el torrente asolador la hoguera me hacen lado los pastores con amor sin pena descuidado de su cena ceno yo en la rica chimenea que recrea con su olor me regalo codicioso del banquete suntuoso con las sobras de un senor me digo el viento brama caiga furioso turbion que al son que cruje de la seca lena libre me duermo sin rencor ni amor mio es el mundo como el aire libre todos son mis bienhechores por todos dios ruego con fervor de villanos senores yo recibo los favores sin estima sin amor ni pregunto quienes sean ni me obligo agradecer que mis rezos si desean dar limosna es un deber es pecado la riqueza la pobreza santidad dios veces es mendigo al avaro da castigo que le niegue caridad yo soy pobre se lastiman todos al verme planir sin ver son mias sus riquezas todas que mina inagotable es el pedir mio es el mundo como el aire libre mal revuelto andrajoso entre harapos del lujo satira soy con mi aspecto asqueroso me vengo del poderoso donde va tras el voy la hermosa que respira cien perfumes gala amor la persigo hasta que mira me gozo cuando aspira mi punzante mal olor las fiestas el contento con mi acento turbo yo en la bulla la alegria interrumpen la armonia mis harapos mi voz mostrando cuan cerca habitan el gozo el padecer que no hay placer sin lagrimas ni pena que no traspire en medio del placer mio es el mundo como el aire libre para mi no hay manana ni hay ayer olvido el bien como el mal nada me aflige ni afana me es igual para manana un palacio un hospital vivo ajeno de memorias de cuidados libre estoy busquen otros oro glorias yo no pienso sino en hoy do quiera vayan leyes quiten reyes reyes den yo soy pobre al mendigo por el miedo del castigo todos hacen siempre bien un asilo donde quiera un lecho en el hospital siempre hallare un hoyo donde caiga mi cuerpo miserable al espirar mio es el mundo como el aire libre otros trabajan porque coma yo todos se ablandan si doliente pido una limosna por amor de dios
现代主义,sone que tu me llevabas por una blanca vereda en medio del campo verde hacia el azul de las sierras hacia los montes azules una manana serena senti tu mano en la mia tu mano de companera tu voz de nina en mi oido como una campana nueva como una campana virgen de un alba de primavera eran tu voz tu mano en suenos tan verdaderas vive esperanza quien sabe lo que se traga la tierra
浪漫主义,un manso rio una vereda estrecha un campo solitario un pinar el viejo puente rustico sencillo completando tan grata soledad que es soledad para llenar el mundo basta veces un solo pensamiento por eso hoy hartos de belleza encuentras el puente el rio el pinar desiertos no son nube ni flor los que enamoran eres tu corazon triste dichoso ya del dolor del placer el arbitro quien seca el mar hace habitable el polo
现代主义,al olmo viejo hendido por el rayo en su mitad podrido con las lluvias de abril el sol de mayo algunas hojas verdes le han salido el olmo centenario en la colina que lame el duero un musgo amarillento le mancha la corteza blanquecina al tronco carcomido polvoriento no sera cual los alamos cantores que guardan el camino la ribera habitado de pardos ruisenores ejercito de hormigas en hilera va trepando por el en sus entranas urden sus telas grises las aranas antes que te derribe olmo del duero con su hacha el lenador el carpintero te convierta en melena de campana lanza de carro yugo de carreta antes que rojo en el hogar manana ardas en alguna misera caseta al borde de un camino antes que te descuaje un torbellino tronche el soplo de las sierras blancas antes que el rio hasta la mar te empuje por valles barrancas olmo quiero anotar en mi cartera la gracia de tu rama verdecida mi corazon espera tambien hacia la luz hacia la vida otro milagro de la primavera
古典抒情,gallardo pasea zaide puerta calle de su dama que desea en gran manera ver su imagen adorarla porque se vido sin ella en una ausencia muy larga que desdichas le sacaron desterrado de granada no por muerte de hombre alguno ni por traidor su dama mas por dar gusto enemigos si es que en el moro se hallan porque es hidalgo en sus cosas tanto que al mundo espantan sus larguezas pues por ellas el moro dejo su patria pero granada volvio pesar de ruin canalla porque siendo un moro noble enemigos nunca faltan alzo la cabeza vido su zaida la ventana tan bizarra tan hermosa que al sol quita su luz clara zaida se huelga de ver quien ha entregado el alma tan turbada tan alegre cuanto alegre turbada porque su grande desdicha le dio nombre de casada aunque no por eso piensa olvidar quien bien ama el moro se regocija con dolor de su alma por no tener mas lugar que el puesto no se le daba por ser el moro celoso de quien es esposa zaida en gozo contento pena le envio aquestas palabras oh mas hermosa mas bella que la aurora aljofarada mora de los ojos mios que otra beldad no te iguala dime faltate salud despues que el verme te falta mas segun la muestra has dado amor es el que te falta pues mira diosa cruel lo que me cuestas del alma cuantas noches dormi debajo de tus ventanas mira que dos mil veces recreandome en tus faldas decias el firme amor solo entre los dos se halla pues que por mi no ha quedado que cumplo por mi desgracia lo que prometo una vez cumplelo tambien ingrata no pido mas que te acuerdes mira mi humilde demanda pues en pensar solo en ti me ocupo tarde manana su prolijo razonar creo el moro no acabara si no faltara la lengua que estaba medio trabada la mora tiene la suya de tal suerte que no acaba de acabar de abrir la gloria al moro con la palabra vertiendo de entrambos ojos perlas con que le aplacaba al moro sus quejas tristes dijo la discreta zaida zaide mio ala prometo de cumplirte la palabra que es jamas no te olvidar pues no olvida quien bien ama pero yo no me aseguro ni estoy de mi confiada que suele cuerpo presente ser la vigilia doblada mas tu que lisonjeas que ya lo tienes por gala de ser como aqui lo has dicho no habiendo en mi bueno nada se muy bien lo que te debo plugiese ala quedara hecho mi cuerpo pedazos antes que yo me casara que no hay rato de contento en mi ni un punto se aparta este mi moro enemigo de mi lado de mi cama no me deja salir ni asomarme la ventana ni hablar con mis amigas ni hallarme en fiestas zambras no pudo escuchalla mas el moro asi se aparta hechos los ojos dos fuentes de lagrimas que derrama zaida no menos que el se quita de la ventana aunque apartaron los cuerpos juntas quedaron las almas
古典抒情,si vuestra voluntad yo soy de cera por sol tengo solo vuestra vista la cual quien no inflama no conquista con su mirar es de sentido fuera de do viene una cosa que si fuera menos veces de mi probada vista segun parece que razon resista mi sentido mismo no creyera es que yo soy de lejos inflamado de vuestra ardiente vista encendido tanto que en vida me sostengo apenas mas si de cerca soy acometido de vuestros ojos luego siento helado cuajarseme la sangre por las venas
浪漫主义,alguna vez la encuentro por el mundo pasa junto mi pasa sonriendose yo digo como puede reir luego asoma mi labio otra sonrisa mascara del dolor entonces pienso acaso ella se rie como me rio yo
现代主义,morir sonando si mas si se suena morir la muerte es sueno una ventana hacia el vacio no sonar nirvana del tiempo al fin la eternidad se aduena vivir el dia de hoy bajo la ensena del ayer deshaciendose en manana vivir encadenado la desgana es acaso vivir esto que ensena sonar la muerte no es matar el sueno vivir el sueno no es matar la vida que poner en ello tanto empeno aprender lo que al punto al fin se olvida escudrinando el implacable ceno cielo desierto del eterno dueno
古典抒情,de una virgen hermosa celos tiene el sol porque vio en sus brazos otro sol mayor cuando del oriente salio el sol dorado otro sol helado miro tan ardiente quito de la frente la corona bella los pies de la estrella su lumbre adoro porque vio en sus brazos otro sol mayor hermosa maria dice el sol vencido de vos ha nacido el sol que podia dar al mundo el dia que ha deseado esto dijo humillado maria el sol porque vio en sus brazos otro sol mayor
现代主义,dichoso el arbol que es apenas sensitivo mas la piedra dura porque esa ya no siente pues no hay dolor mas grande que el dolor de ser vivo ni mayor pesadumbre que la vida consciente ser no saber nada ser sin rumbo cierto el temor de haber sido un futuro terror el espanto seguro de estar manana muerto sufrir por la vida por la sombra por lo que no conocemos apenas sospechamos la carne que tienta con sus frescos racimos la tumba que aguarda con sus funebres ramos no saber adonde vamos ni de donde venimos
古典抒情,amor con tan honesto pensamiento arde en mi pecho con tan dulce pena que haciendo grave honor de la condena para cantar me sirve de instrumento no al fuego al celestial atento en alabanza de amarilis suena con esta voz que el curso al agua enfrena mueve la selva enamora el viento la luz primera del primero dia luego que el sol nacio toda la encierra circulo ardiente de su lumbre pura asi tambien cuando tu sol nacia todas las hermosuras de la tierra remitieron su luz tu hermosura
浪漫主义,que linfa esbelta de los altos hielos hija sepulcro sobre el haz silente rompe sus frios vierte su corriente luces llevando derramando cielos que agua orquestas bajo los mansos celos del aire muda funde su crujiente espuma en anchas copias consiente terso el dialogo signo luz gemelos la alta noche su copa sustantiva arbol ilustre yergue la bonanza total su crecimiento ramas bellas brisa joven de cielo persuasiva su pompa abierta desplegada alcanza largamente resuenan las estrellas
浪漫主义,con diez canones por banda viento en popa toda vela no corta el mar sino vuela un velero bergantin bajel pirata que llaman por su bravura el temido en todo mar conocido del uno al otro confin la luna en el mar riela en la lona gime el viento alza en blando movimiento olas de plata azul va el capitan pirata cantando alegre en la popa asia un lado al otro europa alla su frente estambul navega velero mio sin temor que ni enemigo navio ni tormenta ni bonanza tu rumbo torcer alcanza ni sujetar tu valor veinte presas hemos hecho despecho del ingles han rendido sus pendones cien naciones mis pies que es mi barco mi tesoro que es mi dios la libertad mi ley la fuerza el viento mi unica patria la mar alla muevan feroz guerra ciegos reyes por un palmo mas de tierra que yo tengo aqui por mio cuanto abarca el mar bravio quien nadie impuso leyes no hay playa sea cualquiera ni bandera de esplendor que no sienta mi derecho de pecho mi valor que es mi barco mi tesoro que es mi dios la libertad mi ley la fuerza el viento mi unica patria la mar la voz de barco viene es de ver como vira se previene todo trapo escapar que yo soy el rey del mar mi furia es de temer en las presas yo divido lo cogido por igual solo quiero por riqueza la belleza sin rival que es mi barco mi tesoro que es mi dios la libertad mi ley la fuerza el viento mi unica patria la mar sentenciado estoy muerte yo me rio no me abandone la suerte al mismo que me condena colgare de alguna entena quiza en su propio navio si caigo que es la vida por perdida ya la di cuando el yugo de un esclavo como un bravo sacudi que es mi barco mi tesoro que es mi dios la libertad mi ley la fuerza el viento mi unica patria la mar son mi musica mejor aquilones el estrepito temblor de los cables sacudidos del negro mar los bramidos el rugir de mis canones del trueno al son violento del viento al rebramar yo me duermo sosegado arrullado por el mar que es mi barco mi tesoro que es mi dios la libertad mi ley la fuerza el viento mi unica patria la mar
浪漫主义,hora tras hora dia tras dia entre el cielo la tierra que quedan eternos vigias como torrente que se despena pasa la vida devolvedle la flor su perfume despues de marchita de las ondas que besan la playa que una tras otra besandola expiran recoged los rumores las quejas en planchas de bronce grabad su armonia tiempos que fueron llantos risas negros tormentos dulces mentiras ay en donde su rastro dejaron en donde alma mia
浪漫主义,una vieja llama pide ruega nadie escucha solo el agua suena agua impura que se escurre ciega agua muda agua ronca besa lo que duerme lo que sigue tierra una sombra una pisada piedra piedra siglos siglos lentos ea
古典抒情,cuan bienaventurado aquel puede llamarse justamente que sin tener cuidado de la malicia lengua de la gente la virtud contraria la suya pasa en vida solitaria dichoso el que no mira del altivo senor las altas casas ni de mirar se admira fuertes colunas oprimiendo basas en las soberbias puertas la lisonja eternamente abiertas los altos frontispicios con el noble blason de sus pasados los belicos oficios de timbres banderas coronados desprecia tiene en menos que en el campo los olmos de hojas llenos ni sufre al confiado en quien puede morir que al fin muere ni humilde al levantado con vanas sumisiones le prefiere sin ver que no hay coluna segura en las mudanzas de fortuna ni va sin luz delante del senor poderoso que atropella sus fuerzas arrogante pues es mejor de noche ser estrella que por la compania del sol dorado no lucir de dia dichoso el que apartado de aquellos que se tienen por discretos no habla desvelado en sutiles sentencias concetos ni inventa voces nuevas mas de ambicion que del ingenio pruebas ni escucha al malicioso que todo cuanto ve le desagrada ni al critico en enfadoso teme la esquiva condicion fundada en la calumnia sola fuego activo del oro que acrisola ni aquellos arrogantes por el verde laurel de alguna ciencia que llaman ignorantes los que tienen por sabios la experiencia porque la ciencia en suma no sale del laurel mas de la pluma no da el saber el grado sino el ingenio natural del arte estudio acompanado que el habito los cursos no son parte ni aquella ilustre rama faltando lo esencial para dar fama oh cuantos hay que viven sus cortas esferas condenados hoy lo que ayer escriben ingenios como espejos que quebrados muestran siempre de un modo lo mismo en cualquier parte que en todo dichoso pues mil veces el solo que en su campo descuidado de vanas altiveces cuanto rompiendo va con el arado bana con la corriente del agua que destila de su frente el ave sacra marte le despierta del sueno perezoso el vestido sin arte traslada presto al cuerpo temeroso de que la luz del dia por las quiebras del techo entrar porfia revuelve la ceniza sopla el humoso pino mal quemado el animal se eriza que estaba entre las pajas acostado ya la tiniebla huye lo que hurto la luz le restituye el pobre almuerzo alina come da de comer los dos bueyes en el barbecho vina sin envidiar los patios de los reyes ufano se pasea vista de las casas de su aldea son tan derribadas que aun no llega el soldado su aposento ni sus armas colgadas de sus paredes vio ni el corpulento caballo estar atado al humilde pesebre del ganado calientase el enero alrededor de sus hijuelos todos un roble ardiendo entero alli contando de diversos modos de la estranjera guerra duerme seguro goza de su tierra ni deuda en plazo breve ni nave por la mar su paz impide ni la fama se atreve con el reloj del sol sus horas mide la incierta postrera ni la teme cobarde ni la espera
古典抒情,oh dulces prendas por mi mal halladas dulces alegres cuando dios queria juntas estais en la memoria mia con ella en mi muerte conjuradas quien me dijera cuando en las pasadas horas en tanto bien por vos me via que me habiais de ser en algun dia con tan grave dolor representadas pues en un hora junto me llevastes todo el bien que por terminos me distes llevadme junto el mal que me dejastes si no sospechare que me pusistes en tantos bienes porque deseastes verme morir entre memorias tristes
现代主义,la primavera besaba suavemente la arboleda el verde nuevo brotaba como una verde humareda las nubes iban pasando sobre el campo juvenil yo vi en las hojas temblando las frescas lluvias de abril bajo ese almendro florido todo cargado de flor recorde yo he maldecido mi juventud sin amor hoy en mitad de la vida me he parado meditar juventud nunca vivida quien te volviera sonar
古典抒情,yo me muero de amor que no sabia aunque diestro en amar cosas del suelo que no pensaba yo que amor del cielo con tal rigor las almas encendia si llama la moral filosofia deseo de hermosura amor recelo que con mayores ansias me desvelo cuanto es mas alta la belleza mia ame en la tierra vil que necio amante oh luz del alma habiendo de buscaros que tiempo que perdi como ignorante mas yo os prometo agora de pagaros con mil siglos de amor cualquiera instante que por amarme mi deje de amaros
古典抒情,al son de los arroyuelos cantan las aves de flor en flor que no hay mas gloria que amor ni mayor pena que celos por estas selvas amenas al son de arroyos sonoros cantan las aves coros de celos amor las penas suenan del agua las venas instrumento natural como el dulce cristal va desatando los yelos al son de los arroyuelos cantan las aves de flor en flor que no hay mas gloria que amor ni mayor pena que celos de amor las glorias celebran los narcisos claveles las violetas penseles de celos no se requiebran unas en otras se quiebran las ondas por las orillas como las arenillas ven por cristalinos velos al son de los arroyuelos cantan las aves de flor en flor que no hay mas gloria que amor ni mayor pena que celos arroyos murmuradores de la fe de amor perjura por hilos de plata pura ensartan perlas en flores todo es celos todo amores mientras que lloro yo las penas que amor me dio con sus celosos desvelos al son de los arroyuelos cantan las aves de flor en flor que no hay mas gloria que amor ni mayor pena que celos
浪漫主义,en los ecos del organo en el rumor del viento en el fulgor de un astro en la gota de lluvia te adivinaba en todo en todo te buscaba sin encontrarte nunca quizas despues te ha hallado te ha hallado ha perdido otra vez de la vida en la batalla ruda ya que sigue buscandote te adivina en todo sin encontrarte nunca pero sabe que existes no eres vano sueno hermosura sin nombre pero perfecta unica por eso vive triste porque te busca siempre sin encontrarte nunca
现代主义,este del cabello cano como la piel del armino junto su candor de nino con su experiencia de anciano cuando se tiene en la mano un libro de tal varon abeja es cada expresion que volando del papel deja en los labios la miel pica en el corazon
浪漫主义,busca anhela el sosiego mas quien le sosegara con lo que suena despierto dormido vuelve sonar que hoy como ayer manana cual hoy en su eterno afan de hallar el bien que ambiciona cuando solo encuentra el mal siempre sonar condenado nunca puede sosegar
现代主义,ya viene el cortejo ya viene el cortejo ya se oyen los claros clarines la espada se anuncia con vivo reflejo ya viene oro hierro el cortejo de los paladines ya pasa debajo los arcos ornados de blancas minervas martes los arcos triunfales en donde las famas erigen sus largas trompetas la gloria solemne de los estandartes llevados por manos robustas de heroicos atletas se escucha el ruido que forman las armas de los caballeros los frenos que mascan los fuertes caballos de guerra los cascos que hieren la tierra los timbaleros que el paso acompasan con ritmos marciales tal pasan los fieros guerreros debajo los arcos triunfales los claros clarines de pronto levantan sus sones su canto sonoro su calido coro que envuelve en su trueno de oro la augusta soberbia de los pabellones el dice la lucha la herida venganza las asperas crines los rudos penachos la pica la lanza la sangre que riega de heroicos carmines la tierra de negros mastines que azuza la muerte que rige la guerra los aureos sonidos anuncian el advenimiento triunfal de la gloria dejando el picacho que guarda sus nidos tendiendo sus alas enormes al viento los condores llegan llego la victoria ya pasa el cortejo senala el abuelo los heroes al nino ved como la barba del viejo los bucles de oro circunda de armino las bellas mujeres aprestan coronas de flores bajo los porticos vense sus rostros de rosa la mas hermosa sonrie al mas fiero de los vencedores honor al que trae cautiva la extrana bandera honor al herido honor los fieles soldados que muerte encontraron por mano extranjera clarines laureles los nobles espadas de tiempos gloriosos desde sus panoplias saludan las nuevas coronas lauros las viejas espadas de los granaderos mas fuertes que osos hermanos de aquellos lanceros que fueron centauros las trompas guerreras resuenan de voces los aires se llenan aquellas antiguas espadas aquellos ilustres aceros que encaman las glorias pasadas al sol que hoy alumbra las nuevas victorias ganadas al heroe que guia su grupo de jovenes fieros al que ama la insignia del suelo materno al que ha desafiado cenido el acero el arma en la mano los soles del rojo verano las nieves vientos del gelido invierno la noche la escarcha el odio la muerte por ser por la patria inmortal saludan con voces de bronce las trompas de guerra que tocan la marcha triunfal
浪漫主义,cuando me lo contaron senti el friode una hoja de acero en las entranas me apoye contra el muro un instante la conciencia perdi de donde estaba cayo sobre mi espiritu la noche en ira en piedad se anego el alma entonces comprendi por que se llora entonces comprendi por que se mata paso la nube de dolor con pena logre balbucear breves palabras quien me dio la noticia un fiel amigo me hacia un gran favor le di las gracias
古典抒情,di zaida de que me avisas quieres que muera que calle no des credito mujeres no fundadas en verdades que si pregunto en que entiendes quien viene visitarte son fiestas de mi tormento ver que visitas te aplacen si dices que estas corrida de que zaide poco sabe no se poco pues que supe conocerte adorarte si dices son por mi causa las que en el rostro te salen por la tuya con mis ojos tengo regada tu calle confiesas que soy valiente que tengo otras muchas partes pocas tengo pues no puedo de una mentira vengarme mas si ha querido mi suerte que ya el quererte te canse no pongas inconvenientes mas de que quieres dejarme no entendi que eras mujer quien novedad aplace mas son tales mis desdichas que en mi lo imposible hacen hanme puesto en tal extremo que el bien tengo por ultraje alabasme para hacerme la nata de los galanes yo soy quien pierdo en perderte gano mucho en ganarte aunque hablas en mi ofensa no dejare de adorarte dices que si fuera mudo fuera posible adorarme si en tu dano no lo he sido enmudezca el desculparme si te ha ofendido mi vida quieres senora matarme basta decir que hable para que el pesar me acabe es mi pecho calabozo de tormentos inmortales mi boca la del silencio que no ha menester alcaide que el hacer plato banquetes es de hombres principales mas dalles de sus favores solo pertenece infames zaida cruel que dijiste que no supe conservarte mejor te supe obligar que tu has sabido pagarme mienten los moros moras miente el infame de tarfe que si yo le amenazara bastara para matarle ese perro mal nacido quien yo mostre el turbante no fio yo del secretos que en bajos pechos no caben yo le he de quitar la vida he de escribir con su sangre lo que tu zaida replico quien tal hizo que tal pague
浪漫主义,tu para mi yo para ti bien mio murmurabais los dos es el amor la esencia de la vida no hay vida sin amor que tiempo aquel de alegres armonias que albos rayos de sol que tibias noches de susurros llenas que horas de bendicion que aroma que perfumes que belleza en cuanto dios crio como entre sonrisas murmurabais no hay vida sin amor ii despues cual lampo fugitivo leve como soplo veloz paso el amor la esencia de la vida mas aun vivis los dos tu de otro de otra yo dijisteis luego oh mundo enganador ya no hubo noches de serena calma brillo enturbiado el sol aun vieja encina resististe aun late mujer tu corazon no es tiempo ya de delirar no torna lo que por siempre huyo no suenes ay pues que llego el invierno frio desolador huella la nieve valerosa cante energica tu voz amor llama inmortal rey de la tierra ya para siempre adios
古典抒情,con que artificio tan divino sales de esa camisa de esmeralda fina oh rosa celestial alejandrina coronada de granos orientales ya en rubies te enciendes ya en corales ya tu color purpura se inclina sentada en esa basa peregrina que forman cinco puntas desiguales bien haya tu divino autor pues mueves su contemplacion el pensamiento aun pensar en nuestros anos breves asi la verde edad se esparce al viento asi las esperanzas son aleves que tienen en la tierra el fundamento
现代主义,quiero cuando yo muera patria mia que formes con mi craneo una maceta de sus ojos por la doble grieta eches la tierra que tus flores cria en su interior de luz de armonia deja una mata de clavel sujeta ese clavellinero de poeta te brindara corolas como el dia por mi boca mis ojos mis oidos entreabrire capullos encendidos con que de galas quedare cubierto cuando en mayo florecer me veas aun lanzare claveles como ideas para besarte hasta despues de muerto
现代主义,puede una gota de lodo sobre un diamante caer puede tambien de este modo su fulgor oscurecer pero aunque el diamante todo se encuentre de fango lleno el valor que lo hace bueno no perdera ni un instante ha de ser siempre diamante por mas que lo manche el cieno
