genre,content
2,nira plus de ses voeux importuner le sort pretezmoi seulement vallon de mon enfance un asile dun jour pour attendre la mort voici letroit sentier de lobscure vallee du flanc de ces coteaux pendent des bois epais qui courbant sur mon front leur ombre entremelee me couvrent tout entier de silence et de paix la deux ruisseaux caches sous des ponts de verdure tracent en serpentant les contours du vallon ils melent un moment leur onde et leur murmure et non loin de leur source ils se perdent sans nom la source de mes jours comme eux sest ecoulee elle passe sans bruit sans nom et sans retour mais leur onde est limpide et mon ame troublee naura pas reflechi les clartes dun beau jour la fraicheur de leurs lits lombre qui les couronne menchainent tout le jour sur les bords des ruisseaux comme un enfant berce par un chant monotone mon ame sassoupit au murmure des eaux ah cest la quentoure dun rempart de verdure dun horizon borne qui suffit mes yeux jaime fixer mes pas et seul dans la nature nentendre que londe ne voir que les cieux jai trop vu trop senti trop aime dans ma vie je viens chercher vivant le calme du lethe beaux lieux soyez pour moi ces bords ou lon oublie loubli seul desormais est ma felicite mon coeur est en repos mon ame est en silence le bruit lointain du monde expire en arrivant comme un son eloigne quaffaiblit la distance loreille incertaine apporte par le vent dici je vois la vie travers un nuage sevanouir pour moi dans lombre du passe lamour seul est reste comme une grande image survit seule au reveil dans un songe efface reposetoi mon ame en ce dernier asile ainsi quun voyageur qui le coeur plein despoir sassied avant dentrer aux portes de la ville et respire un moment lair embaume du soir comme lui de nos pieds secouons la poussiere lhomme par ce chemin ne repasse jamais comme lui respirons au bout de la carriere ce calme avantcoureur de leternelle paix tes jours sombres et courts comme les jours dautomne declinent comme lombre au penchant des coteaux lamitie te trahit la pitie tabandonne et seule tu descends le sentier des tombeaux mais la nature est la qui tinvite et qui taime plongetoi dans son sein quelle touvre toujours quand tout change pour toi la nature est la meme et le meme soleil se leve sur tes jours de lumiere et dombrage elle tentoure encore detache ton amour des faux biens que tu perds adore ici lecho quadorait pythagore prete avec lui loreille aux celestes concerts suis le jour dans le ciel suis lombre sur la terre dans les plaines de lair vole avec laquilon avec le doux rayon de lastre du mystere glisse travers les bois dans lombre du vallon dieu pour le concevoir fait lintelligence sous la nature enfin decouvre son auteur une voix lesprit parle dans son silence qui na pas entendu cette voix dans son coeur
1,nee au siecle ou je vis et passant ou je passe dans le double infini du temps et de lespace tu ne me cherchais point tu ne mas point elu moi pour te joindre ici le jour quil fallu dans le monde eternel je navais point ta trace jignorais ta naissance et le lieu de ta race le sort donc tout fait nous navons rien voulu les terrestres amours ne sont quune aventure ton epoux venir et ma femme future soupirent vainement et nous pleurons loin deux cest lui que tu pressens en moi qui lui ressemble ce qui mattire en toi cest elle et tous les deux nous croyons nous aimer en les cherchant ensemble
1,du beau printemps douces haleines qui de baisers capricieux caressez les monts et les plaines vierges filles deole amantes de la paix la nature eternelle vos chansons seveille et la dryade assise aux feuillages epais verse aux mousses les pleurs de laurore vermeille effleurant le cristal des eaux comme un vif essaim dhirondelles de leurotas aux verts roseaux revenezvous vierges fideles quand les cygnes sacres nageaient beaux et blancs et quun dieu palpitait sur les fleurs de la rive vous gonfliez damour la neige de ses flancs sous le regard charme de lepouse pensive lair ou murmure votre essor semplit darome et dharmonie revenezvous de lionie ou du vert hymette au miel dor eolides salut fraiches messageres cest bien vous qui chantiez sur le berceau des dieux et le clair ilissos dun flot melodieux baigne le duvet de vos ailes legeres quand theugenis au col de lait dansait le soir aupres de londe vous avez sur sa tete blonde seme les roses de milet nymphes aux pieds ailes loin du fleuve dhomere plus tard prenant la route ou lalphee aux flots bleus suit arethuse au sein de letendue amere dans lile nourriciere aux epis onduleux sous le platane ou lon sabrite des fleches vermeilles du jour vous avez soupire damour sur les levres de theocrite zephyros iapyx euros au vol si frais rires des immortels dont sembellit la terre cest vous qui fites don au pasteur solitaire des loisirs souhaites lombre des forets au temps ou labeille murmure et vole la coupe des lys le mantouan sous la ramure vous parle damaryllis vous avez ecoute dans les feuilles blotties les beaux adolescents de myrtes couronnes enchainant avec art les molles reparties ouvrir en rougissant les combats alternes tandis que drapes dans la toge debout lombre du hallier les vieillards decernaient leloge la coupe ornee ou le belier vous agitiez le saule ou sourit galatee et des nymphes baisant les yeux charges de pleurs vous bercates daphnis en leur grotte ecartee sur le linceul agreste etincelant de fleurs quand les vierges au corps dalbatre quaimaient les dieux et les humains portaient des colombes aux mains et damour sentaient leurs coeurs battre vous leur chantiez tout bas en un songe charmant les hymnes de venus la volupte divine et tendiez leur oreille aux plaintes de lamant qui pleure au seuil nocturne et que le coeur devine oh combien vous avez baise de bras depaules adorees au bord des fontaines sacrees sur la colline au flanc boise dans les vallons dhellas dans les champs italiques dans les iles dazur que baigne un flot vermeil ouvrezvous toujours laile eolides antiques souriezvous toujours au pays du soleil vous que le thym et legile ont parfumes secrets liens des douces flutes de virgile et des roseaux siciliens vous qui flottiez jadis aux levres du genie brises des mois divins visiteznous encor verseznous en passant avec vos urnes dor le repos et lamour la grace et lharmonie
1,eclaire la foret des coraux abyssins qui mele aux profondeurs de ses tiedes bassins la bete epanouie et la vivante flore et tout ce que le sel ou liode colore mousse algue chevelue anemones oursins couvre de pourpre sombre en somptueux dessins le fond vermicule du pale madrepore de sa splendide ecaille eteignant les emaux un grand poisson navigue travers les rameaux dans lombre transparente indolemment il rode et brusquement dun coup de sa nageoire en feu il fait par le cristal morne immobile et bleu courir un frisson dor de nacre et demeraude
3,que les soleils marins teignaient de mille feux et que leurs grands piliers droits et majestueux rendaient pareils le soir aux grottes basaltiques les houles en roulant les images des cieux melaient dune facon solennelle et mystique les toutpuissants accords de leur riche musique aux couleurs du couchant reflete par mes yeux cest la que jai vecu dans les voluptes calmes au milieu de lazur des vagues des splendeurs et des esclaves nus tout impregnes dodeurs qui me le front avec des palmes et dont lunique soin etait dapprofondir le secret douloureux qui me faisait languir
3,autre que lhistrion qui du geste evoquais comme plume la suie ignoble des quinquets jai troue dans le mur de toile une fenetre de ma jambe et des bras limpide nageur traitre bonds multiplies reniant le mauvais hamlet cest comme si dans londe jinnovais mille sepulcres pour vierge disparaitre hilare or de cymbale des poings irrite tout coup le soleil frappe la nudite qui pure sexhala de ma fraicheur de nacre rance nuit de la peau quand sur moi vous passiez ne sachant pas ingrat que cetait tout mon sacre ce fard noye dans leau perfide des glaciers
1,aidemoi je suis vieux suspendre au pilier mes glaives ebreches et mon lourd bouclier et ce casque rompu quun crin sanglant deborde joinsy cet arc mais dis convientil que je torde le chanvre autour du bois cest un dur neflier que nul autre jamais na su faire plier ou que dun bras tremblant je tende encor la corde prends aussi le carquois ton oeil semble chercher en leur gaine de cuir les armes de larcher les fleches que le vent des batailles disperse il est vide tu crois que jai perdu mes traits au champ de marathon tu les retrouverais car ils sont restes dans la gorge du perse
3,mon jardin fut doux et leger tant quil fut mon humble richesse mipotager et miverger avec quelque fleur qui se dresse couleur damour et dallegresse et des oiseaux sur des rameaux et du gazon pour la paresse mais rien ne valut mes ormeaux dans ma claire salle manger ou du vin fit quelque prouesse je les voyais tous deux bouger doucement au vent qui les presse lun vers lautre en une caresse et leurs feuilles flutaient des mots le clos etait plein de tendresse mais rien ne valut mes ormeaux helas quand il fallut changer de cieux et quitter ma liesse le verger et le potager se partagerent ma tristesse et la fleur couleur charmeresse et lherbe oreiller de mes maux et loiseau surent ma detresse mais rien ne valut mes ormeaux envoi prince jai goute la simplesse de vivre heureux dans vos hameaux gaite sante que rien ne blesse mais rien ne valut mes ormeaux
1,il faut tout parfume du sel des goemons que le souffle atlantique emplisse tes poumons arvor toffre ses caps que la mer blanche arrose lajonc fleurit et la bruyere est deja rose la terre des vieux clans des nains et des demons ami te garde encor sur le granit des monts lhomme immobile aupres de limmuable chose viens partout tu verras par les landes darez monter vers le ciel morne infrangible cypres le menhir sous lequel git la cendre du brave et locean qui roule en un lit dalgues dor is la voluptueuse et la grande occismor bercera ton cour triste son murmure grave
1,un jeune dieu dans la prairie sous un costume de feerie il sautillait comme un lutin tout perle dor et demeraude sans arc sans fleche et sans carquois en chantonnant des vers narquois il sen allait comme en maraude il redonnait chaque bond londe aux ruisseaux des fleurs aux rives des alouettes et des grives au saule creux et moribond le fol archer buveur de larmes pour une fois pris en defaut travers champs riait tout haut de netre plus quun fou sans armes et singeant lair dun franc routier fier de trahir son roi morose il arborait un drapeau rose pour delivrer le monde entier
3,bientot nous plongerons dans les froides tenebres adieu vive clarte de nos etes trop courts jentends deja tomber avec des chocs funebres le bois retentissant sur le pave des cours tout lhiver va rentrer dans mon etre colere haine frissons horreur labeur dur et force et comme le soleil dans son enfer polaire mon coeur ne sera plus quun bloc rouge et glace jecoute en fremissant chaque buche qui tombe lechafaud quon batit na pas decho plus sourd mon esprit est pareil la tour qui succombe sous les coups du belier infatigable et lourd il me semble berce par ce choc monotone quon cloue en grande hate un cercueil quelque part pour qui cetait hier lete voici lautomne ce bruit mysterieux sonne comme un depart ii jaime de vos longs yeux la lumiere verdatre douce beaute mais tout aujourdhui mest amer et rien ni votre amour ni le boudoir ni latre ne me vaut le soleil rayonnant sur la mer et pourtant aimezmoi tendre coeur soyez mere meme pour un ingrat meme pour un mechant amante ou soeur soyez la douceur ephemere dun glorieux automne ou dun soleil couchant courte tache la tombe attend elle est avide ah laissezmoi mon front pose sur vos genoux gouter en regrettant lete blanc et torride de larrieresaison le rayon jaune et doux
3,lune de ma vie emmitoufletoi dombre dors ou fume ton gre sois muette sois sombre et plonge tout entiere au gouffre de lennui je taime ainsi pourtant si tu veux aujourdhui comme un astre eclipse qui sort de la penombre te pavaner aux lieux que la folie encombre cest bien charmant poignard jaillis de ton etui allume ta prunelle la flamme des lustres allume le desir dans les regards des rustres tout de toi mest plaisir morbide ou petulant sois ce que tu voudras nuit noire rouge aurore il nest pas une fibre en tout mon corps tremblant qui ne crie mon cher belzebuth je tadore
1,tout est mort sur la roche uniformement grise ou la lame sans fin de latlantique brise le petale fane pend au dernier pistil et pourtant je ne sais quel arome subtil exhale de la mer jusqua moi par la brise dun effluve si tiede emplit mon coeur quil grise ce souffle etrangement parfume dou vientil ah je le reconnais cest de trois mille lieues quil vient de louest labas ou les antilles bleues se pament sous lardeur de lastre occidental et jai de ce recif battu du flot kymrique respire dans le vent quembauma lair natal la fleur jadis eclose au jardin damerique
1,sont entres dans la mer et nus libres sans frein parmi la brume dor de lacre pulverin sur le ciel embrase font un groupe athletique et letalon sauvage et le dompteur rustique humant pleins poumons lodeur du sel marin se plaisent laisser sur la chair et le crin fremir le flot glace de la rude atlantique la houle senfle court se dresse comme un mur et deferle lui crie il hennit et sa queue en jets eblouissants fait rejaillir leau bleue et les cheveux epars seffarant dans lazur ils opposent cabres leur poitrail noir qui fume au fouet echevele de la fumante ecume
1,dans lair lourd immobile et sature de mouches pendent et senroulant en bas parmi les souches bercent le perroquet splendide et querelleur laraignee au dos jaune et les singes farouches cest la que le tueur de boeufs et de chevaux le long des vieux troncs morts lecorce moussue sinistre et fatigue revient pas egaux il va frottant ses reins musculeux quil bossue et du mufle beant par la soif alourdi un souffle rauque et bref dune brusque secousse trouble les grands lezards chauds des feux de midi dont la fuite etincelle travers lherbe rousse en un creux du bois sombre interdit au soleil il saffaisse allonge sur quelque roche plate dun large coup de langue il se lustre la patte il cligne ses yeux dor hebetes de sommeil et dans lillusion de ses forces inertes faisant mouvoir sa queue et frissonner ses flancs il reve quau milieu des plantations vertes il enfonce dun bond ses ongles ruisselants dans la chair des taureaux effares et beuglants
1,dorent lapre sommet que le couchant allume au loin brillante encor par sa barre decume la mer sans fin commence ou la terre finit mes pieds cest la nuit le silence le nid se tait lhomme est rentre sous le chaume qui fume seul langelus du soir ebranle dans la brume la vaste rumeur de locean sunit alors comme du fond dun abime des traines des landes des ravins montent des voix lointaines de patres attardes ramenant le betail lhorizon tout entier senveloppe dans lombre et le soleil mourant sur un ciel riche et sombre ferme les branches dor de son rouge eventail
1,que rougit un soleil soudain travers la brume automnale tombent les feuilles du jardin leur chute est lente on peut les suivre du regard en reconnaissant le chene sa feuille de cuivre lerable sa feuille de sang les dernieres les plus rouillees tombent des branches depouillees mais ce nest pas lhiver encor une blonde lumiere arrose la nature et dans lair tout rose on croirait quil neige de lor
2,symbole helas de la beaute comme toi la fleur de la vie fleurit et tombe avant lete quon la neglige ou quon la cueille de nos fronts des mains de lamour elle sechappe feuille feuille comme nos plaisirs jour jour savourons ces courtes delices disputonsles meme au zephyr epuisons les riants calices de ces parfums qui vont mourir souvent la beaute fugitive ressemble la fleur du matin qui du front glace du convive tombe avant lheure du festin un jour tombe un autre se leve le printemps va sevanouir chaque fleur que le vent enleve nous dit hatezvous de jouir et puisquil faut quelles perissent quelles perissent sans retour que ces roses ne se fletrissent que sous les levres de lamour
3,cest le but de la vie et cest le seul espoir qui comme un elixir nous monte et nous enivre et nous donne le coeur de marcher jusquau soir travers la tempete et la neige et le givre cest la clarte vibrante notre horizon noir cest lauberge fameuse inscrite sur le livre ou lon pourra manger et dormir et sasseoir cest un ange qui tient dans ses doigts magnetiques le sommeil et le don des reves extatiques et qui refait le lit des gens pauvres et nus cest la gloire des dieux cest le grenier mystique cest la bourse du pauvre et sa patrie antique cest le portique ouvert sur les cieux inconnus
1,au lieu qui fut jadis la barriere du maine cest laid surtout depuis le siege de paris on plante daffreux arbustes rabougris sur ces longs boulevards ou naguere des ormes de deux cents ans croisaient leurs ramures enormes le mur doctroi nest plus le quartier se batit mais cest la que jadis quand jetais tout petit mon pere me menait enfant faible et malade par les couchants dete faire une promenade cest sur ces boulevards deserts cest dans ce lieu que cet homme de bien pur simple et craignant dieu qui fut bon comme un saint naif comme un poete et qui bien que tres pauvre eut toujours lame en fete au fond dun bureau sombre apres avoir passe tout le jour se croyant assez recompense par la douce chaleur quau coeur nous communique la main dun dernierne la main dun fils unique cest la quil me menait tous deux nous allions voir les longs troupeaux de boeufs marchant vers labattoir et quand mes petits pieds etaient assez solides nous poussions quelquefois jusques aux invalides ou meles aux badauds descendus des faubourgs nous suivions la retraite et les petits tambours et puis enfin lheure ou la lune se leve nous prenions pour rentrer la route la plus breve on montait au cinquieme etage lentement et jembrassais alors mes trois soeurs et maman assises et cousant aupres dune bougie eh bien quand mabandonne un instant lenergie quand maccable par trop le spleen decourageant je retourne tout seul lheure du couchant dans ce quartier paisible ou me menait mon pere et du cher souvenir toujours le charme opere je songe ce quil fit cet homme de devoir ce pauvre fier et pur ce quil dut avoir de resignation patiente et chretienne pour gagner notre pain tache quotidienne et se priver de tout sans se plaindre jamais au chagrin qui me frappe alors je me soumets et je sens remonter mes levres surprises les prieres quil ma dans mon enfance apprises
